x_upper,Cp_upper,x_lower,Cp_lower
0.0,-4.570762013306529,0.0,-4.579355331800086
0.0035626000000000004,-2.6974721226363383,0.0043123,0.33021365613091347
0.0133331,-2.917819800270189,0.0147147,1.0629479878665626
0.0366108,-2.0690890541028213,0.039247899999999995,0.9069565023152993
0.072922,-1.7065634496176305,0.07795060000000001,0.6946667339230704
0.1135604,-1.4645584677430088,0.120143,0.5568523924750004
0.1559135,-1.2805918487781416,0.1632276,0.46484231252997005
0.1991328,-1.1565375251048011,0.2067013,0.4051709514018139
0.2428443,-1.0517847049637177,0.2503792,0.3600627219262899
0.2868627,-0.9542063687985634,0.2941554,0.31792601379900515
0.33105179999999995,-0.8431089490220501,0.3379772,0.2836598216751649
0.3753128,-0.7913616448225321,0.3818675,0.25520281993481947
0.4195991,-0.7173680862051146,0.42575270000000004,0.22886068473961726
0.4638793,-0.6447665916427281,0.46962780000000004,0.20781910113857163
0.508156,-0.5590475704079341,0.5135062,0.18889238408266926
0.552486,-0.4791645100192315,0.5573662,0.1720537631093134
0.5969223,-0.4008876773863339,0.6012075,0.15880238412392206
0.6413685,-0.3244312362100154,0.6450502,0.14929886990207575
0.6857899999999999,-0.2523383804369672,0.688901,0.14383769553233872
0.7302401000000001,-0.18736646771465448,0.7328011,0.13960796244205217
0.7747356999999999,-0.12582117420472583,0.7767783,0.14081263325890594
0.8193114,-0.07420772231819149,0.8207965,0.14215115638874345
0.8638589,-0.027386183236475434,0.8647978000000001,0.14691629873096498
0.908108,0.009851530235604066,1.0,0.06601596076358594
1.0,0.06601596076358594,,
